place_id,place_name,place_types,place_address,place_average_ratings,place_ratings_count,place_reviews_count,place_location,place_website,place_phone_number,place_price_level,place_primary_type,has_delivery,has_dine_in,is_reservable,serves_breakfast,serves_lunch,serves_dinner,serves_beer,serves_wine,places_opening_hours
ChIJg7NrYVTafkcRiB1LYuRYRMA,Pizzeria Al Borgo,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Belludi Beato Luca, 56, 35123 Padova PD, Italy",4.4,753,,,,+39 049 875 8857,PRICE_LEVEL_MODERATE,pizza_restaurant,False,True,True,False,True,True,True,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200911:00\u202fPM']"
ChIJU1v4ptTEfkcR8NfRinw9aLc,Al Ritrovo,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via della Ricerca Scientifica, 17, 35127 Padova PD, Italy",4.1,439,,,,+39 049 870 1952,PRICE_LEVEL_INEXPENSIVE,restaurant,False,True,,True,True,False,True,True,"['Monday: 5:45\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 5:45\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 5:45\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 5:45\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 5:45\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJ5UCbC1rbfkcRty6loCdI5bU,Atoms | Taproom | Birra Artigianale,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Vincenzo Pinelli, 16, 35124 Padova PD, Italy",5,69,,,http://www.atomsbrewing.it/,+39 338 222 5593,,bar,False,True,True,,,,True,True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 5:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u2009–\u200911:00\u202fPM']"
ChIJqb593YjPfkcRSVeLrcAVuoY,Fermento osteria artigiana,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via A. Diaz, 70, 35010 Vigonza PD, Italy",4.7,97,,,https://m.facebook.com/fermentopadova/,+39 049 725597,,restaurant,False,True,True,,True,True,True,True,"['Monday: Closed', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']"
ChIJ0SQHMkfbfkcR4NEz8oD_kOI,Blended,"['bar', 'point_of_interest', 'establishment']","Via del Carmine, 2/A, 35137 Padova PD, Italy",4.9,264,,,https://www.blended-padova.it/,+39 347 114 6397,PRICE_LEVEL_MODERATE,bar,False,True,True,,,,True,True,"['Monday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Tuesday: Closed', 'Wednesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']"
ChIJcUe4zhfbfkcRuMjuq3X4X8A,Johnny Takeué Padova,"['pizza_restaurant', 'italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Guizza Conselvana, 284, 35125 Padova PD, Italy",4.3,591,,,https://www.johnnypizzaportafoglio.it/,+39 049 684185,PRICE_LEVEL_MODERATE,pizza_restaurant,True,True,True,False,True,True,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJ3VbThuTbfkcRydWSyqhk_RM,Bar Il Gioiellino,"['bar', 'point_of_interest', 'establishment']","Via Antonio Magarotto, 11, 35136 Padova PD, Italy",4.5,108,,,,+39 349 644 3048,,bar,False,True,True,True,True,,True,True,"['Monday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJB87WE0zafkcRCTV01H6iEXM,Hostaria Piave,"['restaurant', 'food', 'point_of_interest', 'establishment']","Riviera Paleocapa, 22B/24, 35141 Padova PD, Italy",4.4,802,,,http://www.hostariapiave.it/,+39 049 871 9769,PRICE_LEVEL_MODERATE,restaurant,False,True,True,,True,True,True,True,"['Monday: 7:30\u2009–\u200911:30\u202fPM', 'Tuesday: 7:30\u2009–\u200911:30\u202fPM', 'Wednesday: 7:30\u2009–\u200911:30\u202fPM', 'Thursday: 7:30\u2009–\u200911:30\u202fPM', 'Friday: 7:30\u2009–\u200911:30\u202fPM', 'Saturday: 12:30\u2009–\u20092:30\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Sunday: 12:30\u2009–\u20092:30\u202fPM']"
ChIJ79nrIA3FfkcR1bcfnNAMmfM,Più Trentanove,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","Via Risorgimento, 12, 35027 Noventana PD, Italy",4.3,725,,,,+39 049 830 7208,PRICE_LEVEL_MODERATE,restaurant,False,True,True,True,True,True,True,True,"['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 4:30\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJLwXDDHTQfkcRk7qkmLmfPBI,Conamara,"['sandwich_shop', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Madonna del Rosario, 91/A, 35129 Padova PD, Italy",4.4,1231,,,https://conamara.pub/,+39 049 629510,PRICE_LEVEL_MODERATE,bar,True,True,True,False,,True,True,True,"['Monday: Closed', 'Tuesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJGYYYWCPZfkcRU0YMBAvNFng,La Piadineria,"['fast_food_restaurant', 'italian_restaurant', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via della Provvidenza, 35030 Rubano PD, Italy",3,86,,,https://www.lapiadineria.com/,+39 049 214 8408,PRICE_LEVEL_INEXPENSIVE,fast_food_restaurant,True,True,,,True,True,True,,"['Monday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:30\u202fPM']"
ChIJbUpNYvvPfkcRIBXMmbpMVXQ,Insonnia Caffe' S.R.L.,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']","Via Trevisan, 13, 35010 Vigonza PD, Italy",4,209,,,,+39 049 893 6892,,cafe,False,True,,True,True,,True,True,"['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']"
ChIJFTHMMZPbfkcRDQ4HvIbRl80,Trattoria Vecchio Baraccon,"['restaurant', 'food', 'point_of_interest', 'establishment']","Via Battaglia, 75, 35020 Sant'Agostino PD, Italy",4.2,295,,,,+39 392 062 3383,PRICE_LEVEL_INEXPENSIVE,restaurant,False,True,True,,True,,True,True,"['Monday: 12:00\u2009–\u20092:30\u202fPM', 'Tuesday: 12:00\u2009–\u20092:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM', 'Sunday: Closed']"
ChIJf_5BG0zafkcRd8AtuMSA-vo,Enoteca Cortes Srl,"['bar', 'food', 'point_of_interest', 'establishment']","Riviera Paleocapa, 7, 35141 Padova PD, Italy",4.2,223,,,,+39 349 856 5428,PRICE_LEVEL_MODERATE,bar,False,True,True,,,,True,True,"['Monday: Closed', 'Tuesday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 6:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJF7CdwlvafkcRZAMRAo2Pi7U,Ristorante Pizzeria agli Eremitani,"['restaurant', 'pizza_restaurant', 'food', 'point_of_interest', 'establishment']","Via Porciglia, 29, 35121 Padova PD, Italy",4.1,2039,,,http://www.aglieremitani.it/,+39 049 875 4663,PRICE_LEVEL_MODERATE,restaurant,True,True,True,False,True,True,True,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJ8bOvVVvbfkcRMALWRV3IgOc,XIANG DIMSUM,"['chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via T. Aspetti, 43, 35132 Padova PD, Italy",4.9,338,,,,+39 049 232 4245,PRICE_LEVEL_MODERATE,restaurant,True,True,True,,True,True,True,True,"['Monday: Closed', 'Tuesday: 7:00\u2009–\u200910:30\u202fPM', 'Wednesday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Thursday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Friday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Saturday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'Sunday: 12:00\u2009–\u20092:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM']"
ChIJf5uxGxjFfkcRD_KHq0A4_vY,Pizzeria Mori,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Vigonovese, 337, 35127 Padova PD, Italy",4.3,831,,,http://www.pizzeriamori.it/,+39 049 761228,PRICE_LEVEL_MODERATE,pizza_restaurant,,True,True,False,,True,True,True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 6:30\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 6:30\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJw5SyNKLbfkcRK5C7ISwydzs,tOsKa,"['pizza_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Cernaia, 56, 35141 Padova PD, Italy",4.6,514,,,https://www.facebook.com/tOsKaPizzeria/menu/?id=100070435916824&sk=menu,+39 049 688 4339,PRICE_LEVEL_MODERATE,pizza_restaurant,,True,True,False,,True,True,True,"['Monday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']"
ChIJWYaoXOLafkcRhGeQeLFeE9E,Lia Snc Di Zatta N.,"['bar', 'point_of_interest', 'establishment']","Via Teofilo Gautier, 6, 35128 Padova PD, Italy",4.6,195,,,https://www.facebook.com/liabarpadova/?ti=as,+39 049 756645,PRICE_LEVEL_INEXPENSIVE,bar,False,True,True,,,,True,True,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: Closed']"
ChIJxas2v1DafkcRUuZo6b8jQPI,Ma Ramen Padova,"['ramen_restaurant', 'japanese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Cesare Battisti, 44, 35100 Padova PD, Italy",4.4,1173,,,http://maramen.com/,+39 049 799 2328,PRICE_LEVEL_MODERATE,ramen_restaurant,True,True,True,False,True,True,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20093:00\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM']"
ChIJh3amc1rbfkcRsUfx3EC_jfE,Fresco Trattoria Pizzeria,"['pizza_restaurant', 'italian_restaurant', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via del Santo, 102, 35123 Padova PD, Italy",3.8,796,,,http://frescotrattoria.it/,+39 049 981 4038,PRICE_LEVEL_MODERATE,pizza_restaurant,True,True,True,True,True,True,True,True,"['Monday: 11:30\u202fAM\u2009–\u20094:00\u202fPM, 6:00\u2009–\u200910:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20094:00\u202fPM, 6:00\u2009–\u200910:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20094:00\u202fPM, 6:00\u2009–\u200910:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20094:00\u202fPM, 6:00\u2009–\u200910:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20094:00\u202fPM, 6:00\u2009–\u200910:30\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u20094:00\u202fPM, 6:00\u2009–\u200910:30\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20094:00\u202fPM, 6:00\u2009–\u200910:30\u202fPM']"
ChIJOWEpTuTafkcRNH57UMqwQFg,B5 Srl,"['bar', 'food', 'point_of_interest', 'establishment']","Via Gattamelata, 136, 35128 Padova PD, Italy",4.3,241,,,https://m.facebook.com/WinebarBollicine/,+39 328 821 5144,PRICE_LEVEL_MODERATE,bar,False,True,True,,,,True,True,"['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJrwxtVkjFfkcRYt0kdNJUfC8,Cantina Italiana & Bistro,"['grocery_store', 'liquor_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Piazza Europa, 30, 35027 Noventa Padovana PD, Italy",4.5,250,,,http://www.cantinaitaliana.eu/,+39 375 689 7360,PRICE_LEVEL_MODERATE,restaurant,True,True,True,False,True,True,True,True,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u2009–\u200911:30\u202fAM, 4:00\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 4:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']"
ChIJe2kMdwrFfkcReTDEvkstE00,Must Noventa Pizzeria - Paninoteca,"['pizza_restaurant', 'sandwich_shop', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Roma, 141, 35027 Noventana PD, Italy",4,159,,,https://www.facebook.com/MUSTNoventa/,+39 338 321 2324,,pizza_restaurant,True,True,True,,,True,True,True,
ChIJVy4dqLPmgUcRg_oUM9kwItE,Bar la Botte e Piadineria Padova,"['bar', 'cafe', 'food', 'point_of_interest', 'establishment']","Via Venezia, 61, 35131 Padova PD, Italy",3.9,439,,,,,,bar,False,True,,,,,True,True,"['Monday: 8:15\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:15\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:15\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:15\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:15\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:15\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:15\u202fAM\u2009–\u20098:00\u202fPM']"
ChIJ28RtGjDFfkcRMj70U1Ckc-k,Al Cancelletto,"['italian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via Corsica, 4, 35127 Padova PD, Italy",4.3,350,,,https://www.ristorantealcancellettopadova.it/,+39 347 108 1510,PRICE_LEVEL_MODERATE,italian_restaurant,False,True,True,False,True,True,True,True,"['Monday: 12:00\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Tuesday: 12:00\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Wednesday: 12:00\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Thursday: 12:00\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Friday: 12:00\u2009–\u20093:00\u202fPM, 7:30\u2009–\u200911:30\u202fPM', 'Saturday: 7:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']"
ChIJjZuyhzbFfkcRWyrjPOxWuWQ,Atelier del pesce Franco e Maria,"['italian_restaurant', 'seafood_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']","Via S. Marco, 274, 35129 Ponte di Brenta PD, Italy",4.5,108,,,,+39 339 340 2714,,italian_restaurant,False,True,True,False,True,True,,True,"['Monday: Closed', 'Tuesday: 9:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20093:00\u202fPM, 6:00\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20093:00\u202fPM']"
ChIJAe9s5jnafkcRaYjYMRqHMQE,Cafè Tinto | Padova,"['coffee_shop', 'cafe', 'bar', 'night_club', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']","Via Vicenza, 20, 35138 Padova PD, Italy",4.2,934,,,https://www.tintopadova.it/,+39 049 202 3208,PRICE_LEVEL_MODERATE,restaurant,False,True,True,True,True,True,True,True,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']"
ChIJ7zghqyfFfkcRsjp9z6w5sAA,Intermezzo,"['coffee_shop', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Via Lisbona, 28, 35127 Padova PD, Italy",4.4,416,,,http://www.facebook.com/Leointermezzo/,+39 328 621 8683,PRICE_LEVEL_INEXPENSIVE,coffee_shop,True,True,True,True,True,,True,True,"['Monday: 5:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']"
ChIJ5SQAXcjafkcRivvXoaaJLkg,La Sirena Ristorante Pizzeria,"['pizza_restaurant', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Viale dell'Industria, 58, 35129 Padova PD, Italy",3.9,361,,,https://lasirenaristorantepizzeria.business.site/,+39 049 774303,PRICE_LEVEL_INEXPENSIVE,pizza_restaurant,True,True,True,True,True,,True,True,"['Monday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
ChIJBwvSgwHbfkcRuUGcFbq9x58,Simon's Bistrot,"['restaurant', 'mediterranean_restaurant', 'seafood_restaurant', 'italian_restaurant', 'food', 'point_of_interest', 'establishment']","Via Santa Rita, 5, 35126 Padova PD, Italy",4.3,913,,,https://simonsbistrot.com/,+39 049 756256,PRICE_LEVEL_MODERATE,restaurant,True,True,True,,True,True,True,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u202fPM\u2009–\u200912:00\u202fAM']"
